CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE
40393519,DOWN THE HATCH,MANHATTAN,175,WEST    4 STREET,10014.0,2126279747,American,2018-01-02,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,7.0,A,2018-01-02,2018-11-12,Cycle Inspection / Initial Inspection
40396488,AUCTION HOUSE,MANHATTAN,300,EAST   89 STREET,10128.0,2124274458,American,2016-03-01,Violations were cited in the following area(s).,10C,"Lighting inadequate; permanent lighting not provided in food preparation areas, ware washing areas, and storage rooms.",Not Critical,12.0,A,2016-03-01,2018-11-12,Cycle Inspection / Initial Inspection
40398690,DOC HOLIDAYS,MANHATTAN,141,AVENUE A,10009.0,2129790312,American,2018-08-09,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,13.0,A,2018-08-09,2018-11-12,Cycle Inspection / Initial Inspection
40399910,PIECES,MANHATTAN,8,CHRISTOPHER STREET,10014.0,2129299291,American,2017-04-18,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,12.0,A,2017-04-18,2018-11-12,Cycle Inspection / Initial Inspection
40400155,BUS STOP CAFE,MANHATTAN,597,HUDSON STREET,10014.0,2122061100,American,2018-09-19,Violations were cited in the following area(s).,22A,"Nuisance created or allowed to exist. Facility not free from unsafe, hazardous, offensive or annoying conditions.",Not Critical,12.0,A,2016-08-10,2018-11-12,Administrative Miscellaneous / Initial Inspection
40401104,1020 BAR,MANHATTAN,1020,AMSTERDAM AVENUE,10025.0,2125313468,American,2015-09-15,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,26.0,A,2018-05-17,2018-11-12,Cycle Inspection / Initial Inspection
40402466,LOTOS CLUB GRILL ROOM,MANHATTAN,5,EAST   66 STREET,10065.0,2127377100,American,2017-09-08,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,13.0,A,2017-09-08,2018-11-12,Cycle Inspection / Initial Inspection
40403579,THE TAP ROOM,MANHATTAN,1,WEST   54 STREET,10019.0,2125723420,American,2017-04-10,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7.0,A,2017-04-10,2018-11-12,Cycle Inspection / Initial Inspection
40403988,LE CAFE (CREDIT AGRICOLE),MANHATTAN,1301,AVENUE OF THE AMERICAS,10019.0,2122617119,American,2018-07-23,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,Not Critical,8.0,A,2018-07-23,2018-11-12,Cycle Inspection / Initial Inspection
40483696,BROOKS ATKINSON THEATER,MANHATTAN,256,WEST   47 STREET,10036.0,2123544624,American,2015-11-17,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,10.0,A,2015-11-17,2018-11-12,Cycle Inspection / Initial Inspection
40511479,CIBAR,MANHATTAN,56,IRVING PLACE,10003.0,2124605656,American,2015-07-23,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,13.0,A,2015-07-23,2018-11-12,Cycle Inspection / Initial Inspection
40512852,DOC WATSONS,MANHATTAN,1490,2 AVENUE,10075.0,2129885300,American,2017-07-14,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,26.0,A,2018-04-12,2018-11-12,Cycle Inspection / Initial Inspection
40513164,MCGEES PUB,MANHATTAN,240,WEST   55 STREET,10019.0,2129573536,American,2016-08-25,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10.0,A,2016-08-25,2018-11-12,Cycle Inspection / Re-inspection
40536280,TRINITY PUB,MANHATTAN,229,EAST   84 STREET,10028.0,2123274450,American,2015-10-23,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,10.0,A,2015-10-23,2018-11-12,Cycle Inspection / Re-inspection
40537494,810 DELI & CAFE,MANHATTAN,810,7 AVENUE,10019.0,2125414136,American,2017-11-15,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,9.0,A,2017-11-15,2018-11-12,Cycle Inspection / Initial Inspection
40559634,TICK TOCK DINER,MANHATTAN,481,8 AVENUE,10001.0,2122688444,American,2018-03-28,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,42.0,A,2017-10-19,2018-11-12,Cycle Inspection / Initial Inspection
40560941,LYCEUM THEATRE,MANHATTAN,149,WEST   45 STREET,10036.0,2125867610,American,2018-01-09,Violations were cited in the following area(s).,20F,Current letter grade card not posted.,Not Critical,3.0,A,2018-01-09,2018-11-12,Administrative Miscellaneous / Initial Inspection
40577676,SARABETH'S KITCHEN,MANHATTAN,1295,MADISON AVENUE,10128.0,2124107335,American,2017-08-15,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,38.0,A,2018-09-25,2018-11-12,Cycle Inspection / Initial Inspection
40599004,BOTANICA BAR,MANHATTAN,47,EAST HOUSTON STREET,10012.0,2123437251,American,2016-03-04,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7.0,A,2016-03-04,2018-11-12,Cycle Inspection / Initial Inspection
40601189,LE GLACIER,MANHATTAN,60,WALL STREET,10005.0,3474279132,American,2016-11-28,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,8.0,A,2016-11-28,2018-11-12,Cycle Inspection / Re-inspection
40605319,42ND STREET PIZZA DINER,MANHATTAN,647,WEST   42 STREET,10036.0,2125944312,American,2017-01-09,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7.0,A,2017-01-09,2018-11-12,Cycle Inspection / Initial Inspection
40610554,THE SUMMIT,MANHATTAN,133,AVENUE C,10009.0,3474657911,American,2018-07-10,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,10.0,A,2018-07-10,2018-11-12,Cycle Inspection / Re-inspection
40634715,"CHIC-FIL-A, BOBCATS, JAMBA JUICE",MANHATTAN,511,UNIVERSITY PLACE,,2129984931,American,2018-02-21,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,3.0,A,2018-02-21,2018-11-12,Cycle Inspection / Initial Inspection
40645418,IBM EXECUTIVE DINING ROOM,MANHATTAN,590,MADISON AVE,10022.0,2128211757,American,2017-06-30,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,5.0,A,2017-06-30,2018-11-12,Cycle Inspection / Initial Inspection
40652016,NEW YORK UNIVERSITY- HALL CAFE/BURGER STUDIO,MANHATTAN,110,EAST   14 STREET,10003.0,2124433613,American,2016-04-04,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,4.0,A,2016-04-04,2018-11-12,Cycle Inspection / Initial Inspection
40665359,VIC'S,MANHATTAN,31,GREAT JONES ST,10012.0,2122535700,American,2014-10-31,Violations were cited in the following area(s).,10A,"Toilet facility not maintained and provided with toilet paper, waste receptacle and self-closing door.",Not Critical,11.0,A,2014-10-31,2018-11-12,Cycle Inspection / Re-inspection
40666183,QUEEN VIC,MANHATTAN,68,SECOND AVENUE,10003.0,2122545766,American,2015-08-13,Violations were cited in the following area(s).,15L,"Smoke free workplace smoking policy inadequate, not posted, not provided to employees.",Not Critical,13.0,A,2018-02-07,2018-11-12,Smoke-Free Air Act / Initial Inspection
40719059,PARK BAR,MANHATTAN,15,EAST   15 STREET,10003.0,2123679085,American,2017-08-08,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,37.0,A,2018-04-18,2018-11-12,Cycle Inspection / Initial Inspection
40723673,FAT BLACK PUSSY CAT,MANHATTAN,130,WEST    3 STREET,10012.0,2125334790,American,2016-03-29,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,3.0,A,2016-03-29,2018-11-12,Cycle Inspection / Initial Inspection
40729819,GUASTAVINO'S,MANHATTAN,409,EAST   59 STREET,10022.0,2129802711,American,2018-03-26,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,23.0,A,2017-11-06,2018-11-12,Cycle Inspection / Initial Inspection
40736836,SILVER STAR RESTAURANT,MANHATTAN,1236,2 AVENUE,10065.0,2122494250,American,2015-10-01,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,13.0,A,2015-10-01,2018-11-12,Cycle Inspection / Initial Inspection
40761262,CIRCLE IN THE SQUARE THEATRE,MANHATTAN,1633,BROADWAY,10019.0,2126641591,American,2018-05-16,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,3.0,A,2018-05-16,2018-11-12,Cycle Inspection / Initial Inspection
40861252,SWEET & VICIOUS,MANHATTAN,5,SPRING STREET,10012.0,2123347915,American,2018-11-04,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,14.0,A,2015-12-15,2018-11-12,Inter-Agency Task Force / Initial Inspection
40879015,KITCHENETTE UPTOWN,MANHATTAN,1272,AMSTERDAM AVENUE,10027.0,2125317600,American,2017-05-25,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,7.0,A,2017-05-25,2018-11-12,Cycle Inspection / Initial Inspection
40887930,SULLIVAN & CROMWELL,MANHATTAN,125,BROAD STREET,10004.0,2125583952,American,2018-07-26,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,Not Critical,10.0,A,2018-07-26,2018-11-12,Cycle Inspection / Initial Inspection
40906725,WASHINGTON SQUARE CAFE,MANHATTAN,103,WAVERLY PLACE,10011.0,2122541200,American,2016-04-28,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,7.0,A,2016-04-28,2018-11-12,Cycle Inspection / Initial Inspection
40922983,COSI,MANHATTAN,461,PARK AVENUE SOUTH,10016.0,2126343467,American,2015-06-30,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12.0,A,2018-03-26,2018-11-12,Cycle Inspection / Initial Inspection
40942444,HUDSON BAR,MANHATTAN,353,WEST   57 STREET,10019.0,2125546303,American,2018-09-06,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,26.0,B,2018-09-06,2018-11-12,Cycle Inspection / Re-inspection
40951884,GUY & GALLARD,MANHATTAN,1001,6 AVENUE,10018.0,2127300010,American,2018-09-28,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,26.0,Z,2018-09-28,2018-11-12,Cycle Inspection / Re-inspection
40957421,RARE BAR & GRILL,MANHATTAN,303,LEXINGTON AVENUE,10016.0,2124811999,American,2015-04-29,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,22.0,A,2015-05-28,2018-11-12,Cycle Inspection / Initial Inspection
40966076,WELCOME TO THE JOHNSON'S,MANHATTAN,123,RIVINGTON STREET,10002.0,2124209911,American,2017-04-04,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,24.0,A,2016-01-12,2018-11-12,Cycle Inspection / Initial Inspection
40969077,BOSTON MARKET,MANHATTAN,273,WEST   23 STREET,10011.0,2122061221,American,2017-10-30,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,7.0,A,2017-10-30,2018-11-12,Cycle Inspection / Initial Inspection
40969233,510 11ST BAR,MANHATTAN,510,EAST   11 STREET,10009.0,2129824929,American,2017-11-21,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,11.0,A,2017-11-21,2018-11-12,Cycle Inspection / Initial Inspection
41012946,TIME WARNER(CAFETERIA),MANHATTAN,1,TIME WARNER CENTER,10019.0,2124846114,American,2016-04-19,No violations were recorded at the time of this inspection.,09C,Food contact surface not properly maintained.,Not Applicable,10.0,A,2018-08-17,2018-11-12,Administrative Miscellaneous / Initial Inspection
41022886,THE RANDOLPH AT BROOME,MANHATTAN,349,BROOME STREET,10013.0,9176530633,American,2016-06-03,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,12.0,A,2016-06-03,2018-11-12,Cycle Inspection / Initial Inspection
41040365,FANELLI CAFE,MANHATTAN,94,PRINCE STREET,10012.0,2122269412,American,2016-04-12,Violations were cited in the following area(s).,22A,"Nuisance created or allowed to exist. Facility not free from unsafe, hazardous, offensive or annoying conditions.",Not Critical,12.0,A,2016-04-12,2018-11-12,Administrative Miscellaneous / Initial Inspection
41041142,ROGUE,MANHATTAN,757,6 AVENUE,10010.0,2122426434,American,2017-03-30,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,12.0,A,2017-03-30,2018-11-12,Cycle Inspection / Initial Inspection
41055930,GOLDING CAFE (NEW YORK UNIVERSITY LAW SCHOOL - VANDERBILT HALL),MANHATTAN,40,WASHINGTON SQUARE SOUTH,10012.0,2129986517,American,2018-01-26,Violations were cited in the following area(s).,15F,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Not Applicable,7.0,A,2018-01-26,2018-11-12,Smoke-Free Air Act / Re-inspection
41056088,BUA,MANHATTAN,122-126,ST MARKS PLACE,10009.0,2129796276,American,2018-07-11,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,9.0,A,2018-07-11,2018-11-12,Cycle Inspection / Re-inspection
41074207,SMALLS JAZZ CLUB,MANHATTAN,183,WEST   10 STREET,10014.0,6468230596,American,2017-03-02,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,20.0,A,2018-07-16,2018-11-12,Cycle Inspection / Initial Inspection
41090212,MINNIE'S,MANHATTAN,29,CLINTON STREET,10002.0,6467264245,American,2017-10-31,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,12.0,A,2016-01-12,2018-11-12,Cycle Inspection / Initial Inspection
41091640,HARRINGTON'S BAR & GRILL,MANHATTAN,370,7 AVENUE,10001.0,2127363636,American,2015-09-14,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,9.0,A,2015-09-14,2018-11-12,Cycle Inspection / Re-inspection
41102997,TAJ II,MANHATTAN,48,WEST   21 STREET,10010.0,2126203033,American,2017-07-11,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,29.0,A,2016-05-18,2018-11-12,Cycle Inspection / Initial Inspection
41126055,LITTLE BRANCH,MANHATTAN,20,7 AVENUE SOUTH,10014.0,2129294360,American,2018-01-28,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,21.0,B,2017-01-17,2018-11-12,Cycle Inspection / Initial Inspection
41159730,SHADES OF GREEN,MANHATTAN,125,EAST   15 STREET,10003.0,2126741394,American,2018-04-11,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,12.0,A,2018-04-11,2018-11-12,Cycle Inspection / Re-inspection
41162796,ABC KITCHEN,MANHATTAN,35,EAST   18 STREET,10003.0,2124755829,American,2015-10-26,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11.0,A,2015-10-26,2018-11-12,Cycle Inspection / Re-inspection
41172104,BOWERY EATS (BOWERY KITCHEN APPLIANCE),MANHATTAN,460,WEST   16 STREET,10011.0,2123764982,American,2017-05-18,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,14.0,A,2016-03-18,2018-11-12,Cycle Inspection / Initial Inspection
41224664,HBO EDR,MANHATTAN,1100,AVENUE OF AMERICAS,10036.0,2125121529,American,2016-06-22,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,3.0,A,2016-06-22,2018-11-12,Cycle Inspection / Initial Inspection
41247222,THE THIRD PALM TREE,MANHATTAN,2145,AMSTERDAM AVENUE,10032.0,2129239622,American,2017-05-26,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,7.0,A,2017-05-26,2018-11-12,Cycle Inspection / Initial Inspection
41252214,LAZY POINT,MANHATTAN,310,SPRING STREET,10013.0,2124637406,American,2015-05-01,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,8.0,A,2015-05-01,2018-11-12,Cycle Inspection / Re-inspection
41289273,HOT & CRUSTY,MANHATTAN,2393,BROADWAY,10024.0,2124960632,American,2016-03-09,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,14.0,A,2015-09-21,2018-11-12,Cycle Inspection / Initial Inspection
41291395,LOUNGE 247 I M O K,MANHATTAN,247,ELDRIDGE STREET,10002.0,2124324320,American,2017-07-20,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,19.0,A,2016-04-15,2018-11-12,Cycle Inspection / Initial Inspection
41294017,DUKE'S,MANHATTAN,1596 1598,2ND  AVENUE,,2127172020,American,2015-02-24,Violations were cited in the following area(s).,20F,Current letter grade card not posted.,Not Critical,9.0,A,2015-12-17,2018-11-12,Administrative Miscellaneous / Initial Inspection
41296528,EVOLVE,MANHATTAN,221,EAST 58 STREET,10022.0,2123553395,American,2016-11-14,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,12.0,B,2015-09-28,2018-11-12,Cycle Inspection / Initial Inspection
41344075,SONNIER & CASTLE,MANHATTAN,554,WEST   48 STREET,10036.0,2129576481,American,2015-05-08,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,7.0,A,2015-05-08,2018-11-12,Cycle Inspection / Initial Inspection
41344621,MCDONALD'S,MANHATTAN,336,EAST   23 STREET,10010.0,2122285529,American,2018-01-26,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,13.0,A,2018-01-26,2018-11-12,Cycle Inspection / Re-inspection
41363774,RATTLE N HUM,MANHATTAN,14,EAST   33 STREET,10016.0,2124811586,American,2016-04-16,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,14.0,A,2015-04-28,2018-11-12,Cycle Inspection / Initial Inspection
41371241,DEAN & DELUCA,MANHATTAN,620,8 AVENUE,10018.0,2122210308,American,2017-07-07,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,20.0,B,2017-09-22,2018-11-12,Cycle Inspection / Initial Inspection
41372091,GOSSIPS,MANHATTAN,733,9 AVENUE,10019.0,2122652720,American,2017-10-24,Violations were cited in the following area(s).,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140Âº F to 70Âº F or less within 2 hours, and from 70Âº F to 41Âº F or less within 4 additional hours.",Critical,37.0,A,2016-10-03,2018-11-12,Cycle Inspection / Initial Inspection
41396476,LEA WINE BAR,MANHATTAN,230,PARK AVENUE,10169.0,2129221546,American,2018-08-09,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,9.0,A,2018-08-09,2018-11-12,Cycle Inspection / Initial Inspection
